country,vaccine,year,urban_rate,recent_year,recent_coverage_value,intercept,slope,projected_coverage,urban non-poor_proportion_of_children_percent,urban poor_proportion_of_children_percent,rural_proportion_of_children_percent,urban non-poor_zero_dose_percent,urban poor_zero_dose_percent,rural_zero_dose_percent,rural_proportion,urban poor_adjusted,urban non-poor_adjusted,avg_projected_coverage,urban_poor_coverage,urban_nonpoor_coverage,rural_coverage,method
Philippines,DTP1,2032,0.518684,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,48.1316,25.14145152838428,26.726948471615724,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2033,0.5234059999999999,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,47.659400000000005,25.37033449781659,26.970265502183402,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2034,0.5281279999999999,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,47.187200000000004,25.599217467248906,27.213582532751087,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2035,0.5328499999999999,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,46.715,25.82810043668122,27.456899563318775,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2036,0.5382779999999999,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,46.17220000000001,26.09120436681222,27.73659563318777,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2037,0.5437059999999999,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,45.62940000000001,26.354308296943223,28.016291703056766,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2038,0.549134,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,45.0866,26.617412227074237,28.29598777292577,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2039,0.554562,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,44.5438,26.88051615720524,28.575683842794763,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2040,0.55999,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,44.001000000000005,27.14362008733624,28.855379912663754,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2041,0.565816,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,43.4184,27.426015720524017,29.155584279475985,91,90.35177851922833,96.23515014373623,88.98599582068185,static
